Keyword,Frequency,sentiment
찍기,4,neutral
제도,4,neutral
역대,4,neutral
접근,4,neutral
글램,4,neutral
핑안,4,neutral
더더,4,neutral
구명조끼,4,neutral
다리,4,neutral
대체,4,neutral
짜증,4,negative
구매,4,neutral
코드,4,neutral
인정,4,positive
구도,4,neutral
커피숍,4,neutral
넷플,4,neutral
일회용품,4,neutral
무인,4,neutral
돌산,4,neutral
어어어어,4,neutral
버블,4,positive
등대,4,neutral
작고,4,neutral
갓김치,4,neutral
사우나,4,neutral
유채꽃,4,neutral
읍내,4,neutral
보수,4,negative
나로도,4,neutral
거나,4,neutral
다산초당,4,neutral
캠핑카,4,neutral
현이,4,neutral
윤슬,4,neutral
필터,3,neutral
성도,3,neutral
퀄리티,3,positive
양쪽,3,neutral
깜빡,3,neutral
일부,3,neutral
비록,3,neutral
목소리,3,neutral
전용,3,neutral
업체,3,neutral
대표,3,neutral
마루,3,neutral
최소,3,neutral
이점,3,neutral
대접,3,positive
갈대,3,neutral
타워,3,neutral
여하튼,3,neutral
지불,3,neutral
의문,3,negative
나방,3,neutral
나위,3,neutral
나머진,3,neutral
대충,3,neutral
박람회,3,positive
다해,3,neutral
실전,3,neutral
진행,3,neutral
마냥,3,neutral
세팅,3,neutral
문도,3,neutral
목욕,3,positive
고급,3,positive
지고,3,neutral
면박,3,neutral
매화,3,neutral
도도,3,neutral
무지,3,neutral
퍼입니,3,neutral
가구,3,neutral
기구,3,neutral
협소,3,negative
도마,3,neutral
곳임,3,neutral
개장,3,neutral
펜스,3,neutral
평균,3,neutral
폐장,3,neutral
정류장,3,neutral
취해,3,neutral
대면,3,neutral
위쪽,3,neutral
예전,3,neutral
시트,3,neutral
이동해,3,neutral
여태,3,neutral
소고기,3,neutral
줄기,3,neutral
이전,3,neutral
행복,3,positive
체질,3,neutral
엠티,3,neutral
가스레인지,3,neutral
얼음,3,neutral
안개,3,neutral
웰컴,3,neutral
저음,3,neutral
화가,3,neutral
라인,3,neutral
가신,3,neutral
다기,3,neutral
업글해,3,neutral
동행,3,neutral
뒤쪽,3,neutral
뒤편,3,neutral
불어,3,neutral
외출,3,neutral
도시,3,neutral
아이스크림,3,neutral
보상,3,neutral
이해해,3,neutral
저번,3,neutral
피해,3,negative
호로,3,neutral
초록,3,neutral
차라리,3,neutral
물리,3,neutral
근방,3,positive
미끄럼틀,3,neutral
발바닥,3,negative
고기랑,3,neutral
예매,3,neutral
동생,3,neutral
조경,3,neutral
밤하늘,3,neutral
가동,3,neutral
정겨운,3,neutral
언니,3,neutral
약속,3,neutral
오자,3,positive
남도,3,neutral
별채,3,neutral
화장지,3,neutral
아홉시,3,neutral
안전,3,positive
명소,3,neutral
자연환경,3,neutral
만들기,3,neutral
채널,3,neutral
물질,3,neutral
소독,3,positive
여럿,3,neutral
화단,3,neutral
안주,3,neutral
벌벌,3,neutral
답변,3,neutral
형제,3,neutral
킬로,3,neutral
랜드,3,neutral
저녁식사,3,neutral
과정,3,neutral
하나로,3,neutral
보이지,3,neutral
배정,3,neutral
이미지,3,neutral
분해,3,neutral
컨디셔너,3,neutral
후추,3,neutral
막바지,3,neutral
보드게임,3,neutral
가끔,3,neutral
섬유,3,neutral
유연제,3,neutral
남아,3,neutral
부도,3,neutral
온갖,3,neutral
이용자,3,neutral
형님,3,neutral
라라,3,neutral
가용,3,neutral
벌써,3,neutral
고구마,3,neutral
번호,3,neutral
수심,3,neutral
입장,3,neutral
최신,3,neutral
베리,3,positive
반딧불,3,neutral
공도,3,neutral
배드민턴,3,neutral
인장,3,neutral
대학,3,neutral
터미널,3,positive
온천,3,neutral
취향,3,neutral
바깥,3,neutral
나가야,3,neutral
호캉스,3,neutral
어머님,3,neutral
형태,3,neutral
단열,3,neutral
기존,3,neutral
어이,3,neutral
대형,3,neutral
뒤척,3,neutral
장사,3,neutral
실수,3,negative
핑크,3,neutral
와인,3,neutral
베스트,3,positive
향기도,3,neutral
이벤트,3,positive
스테이,3,positive
비닐,3,neutral
호일,3,neutral
군데,3,neutral
다섯,3,neutral
텃밭,3,neutral
시댁,3,neutral
황토,3,neutral
주택,3,neutral
자매,3,neutral
의미,3,neutral
은근,3,neutral
아래층,3,neutral
횟집,3,neutral
전달,3,neutral
커피포트,3,neutral
숟가락,3,neutral
실물,3,neutral
고스,3,neutral
주방용품,3,neutral
수질,3,neutral
불만,3,negative
족욕,3,neutral
울음소리,3,negative
하든,3,neutral
콘센트,3,neutral
편입,3,neutral
가이드,3,neutral
숲길,3,neutral
장성,3,neutral
나이,3,neutral
생선,3,neutral
호불호,3,neutral
칸막이,3,positive
골프,3,neutral
석쇠,3,neutral
드네,3,neutral
빨래,3,positive
고여,3,neutral
그다음,3,neutral
감기,3,negative
해양,3,neutral
여수시청,3,neutral
장보고,3,neutral
시스템,3,neutral
구역,3,neutral
카카오,3,neutral
인도,3,neutral
외국인,3,neutral
여서,3,neutral
그다지,3,neutral
시기,3,neutral
점도,3,neutral
국내,3,neutral
보라,3,neutral
전라도,3,neutral
분리수거,3,neutral
수동,3,neutral
결혼,3,neutral
구입,3,neutral
판매,3,neutral
돌산대교,3,neutral
몇몇,3,neutral
센서,3,neutral
포장마차,3,neutral
버스킹,3,positive
숙박업,3,neutral
대략,3,neutral
컵라면,3,positive
곳곳이,3,neutral
몽돌,3,neutral
촬영,3,neutral
사기,3,neutral
연식,3,negative
탑승,3,neutral
호스텔,3,neutral
휴양,3,neutral
루나,3,neutral
고가,3,neutral
스타,3,neutral
미지,3,neutral
스무디,3,neutral
이후,3,neutral
착각,3,neutral
리베라,3,neutral
월출산,3,positive
신안,3,neutral
잠금장치,3,neutral
스트레스,3,negative
율포,3,neutral
두시,3,neutral
중요성,3,neutral
항시,3,neutral
태평,3,neutral
염전,3,neutral
노력,3,neutral
전복죽,3,neutral
보길도,3,neutral
경상도,3,neutral
출장,3,neutral
배웅,3,neutral
강진,3,neutral
센터,3,neutral
땅끝,3,neutral
전망대,3,positive
나로,3,neutral
해수탕,3,neutral
목욕탕,3,positive
누룽지,3,neutral
함평,3,neutral
꽃게,3,neutral
운동장,2,positive
유리창,2,neutral
대체로,2,positive
개입,2,neutral
운동,2,neutral
초장,2,neutral
비밀,2,neutral
프로젝터,2,neutral
평타,2,neutral
운전자,2,neutral
더없이,2,positive
드라마,2,neutral
왕자,2,neutral
농원,2,neutral
디저트,2,neutral
정이,2,neutral
꼬막,2,neutral
정식,2,neutral
드립,2,neutral
업무,2,neutral
가로,2,neutral
팬션,2,neutral
평이,2,neutral
공유,2,neutral
토퍼,2,neutral
코앞,2,neutral
현장,2,neutral
실속,2,positive
유의,2,neutral
취식,2,neutral
불만족,2,negative
지정,2,neutral
듬뿍,2,neutral
용도,2,neutral
시티,2,neutral
측면,2,neutral
조립,2,neutral
사무실,2,neutral
바늘,2,neutral
구성,2,neutral
콘셉트,2,neutral
전하,2,neutral
연못,2,neutral
햇빛,2,neutral
수려,2,neutral
정비,2,neutral
어린이,2,neutral
하동,2,neutral
인터넷,2,neutral
너머,2,neutral
펜션임,2,neutral
외로,2,neutral
수구,2,neutral
물때,2,neutral
대가,2,positive
졸라,2,neutral
세팅해,2,neutral
한여름,2,neutral
국제,2,neutral
반신반의,2,neutral
순천역,2,neutral
배치,2,neutral
고깃집,2,neutral
표시,2,neutral
보증금,2,neutral
기여,2,neutral
의식,2,neutral
마킹,2,neutral
착용,2,neutral
와우,2,neutral
이제야,2,neutral
퇴치,2,neutral
온대,2,neutral
골목,2,positive
중앙,2,neutral
감고,2,neutral
낭떠러지,2,neutral
잡지,2,neutral
설비,2,positive
애기,2,neutral
훌쩍,2,neutral
대서,2,neutral
부족,2,negative
선호,2,positive
실용,2,neutral
앞뒤,2,neutral
한쪽,2,neutral
시부모,2,neutral
강쥐,2,neutral
승객,2,neutral
그늘,2,neutral
파란,2,neutral
양가,2,neutral
갈래,2,neutral
오리,2,neutral
흥미,2,positive
폭풍,2,neutral
바다로,2,neutral
보송보송,2,positive
백만,2,neutral
말로,2,neutral
쌍계사,2,neutral
피어,2,neutral
등산,2,neutral
점심,2,neutral
내용물,2,neutral
넣기,2,neutral
앵두,2,neutral
부정,2,negative
물씬,2,neutral
정화,2,neutral
스피커,2,neutral
화면,2,neutral
태도,2,neutral
한식,2,positive
사촌,2,neutral
하필,2,neutral
성품,2,neutral
남고,2,neutral
안경,2,neutral
종주,2,neutral
파랑,2,neutral
하라,2,neutral
통나무,2,neutral
무렵,2,neutral
장비,2,neutral
봉지,2,neutral
피아골,2,neutral
평상,2,neutral
출입구,2,neutral
목살,2,neutral
괴기,2,neutral
값어치,2,neutral
만원,2,neutral
낙원,2,neutral
새끼,2,neutral
열쇠,2,negative
대도,2,neutral
야간,2,neutral
메뉴,2,neutral
해충,2,neutral
모래,2,neutral
장난감,2,neutral
조만간,2,neutral
강가,2,neutral
물소,2,neutral
투어,2,neutral
벚꽃,2,neutral
물빛,2,neutral
회포,2,neutral
스프레이,2,neutral
집도,2,neutral
앵두나무,2,neutral
맘껏,2,neutral
치킨,2,neutral
대교,2,neutral
리도,2,neutral
로만,2,neutral
뉴스,2,neutral
움직,2,neutral
펜션촌,2,neutral
좋앟,2,neutral
오지,2,neutral
산수유,2,neutral
하진,2,neutral
퇴근,2,neutral
안성맞춤,2,neutral
비수,2,neutral
소스,2,neutral
사방,2,neutral
외투,2,neutral
맥주잔,2,neutral
뚝뚝,2,neutral
할아버지,2,neutral
할머님,2,neutral
이하,2,neutral
누리,2,neutral
대리석,2,positive
바람막이,2,neutral
편안함,2,positive
관계자,2,neutral
고기만,2,neutral
이용도,2,neutral
사용자,2,neutral
과일,2,neutral
잡초,2,neutral
구한,2,neutral
지진,2,neutral
상상,2,neutral
에프킬라,2,neutral
일로,2,neutral
양파,2,neutral
고요한,2,neutral
고춧가루,2,neutral
한정,2,neutral
공터,2,neutral
종소리,2,neutral
벽면,2,neutral
노출,2,neutral
남동생,2,neutral
소나무,2,neutral
녹물,2,neutral
번은,2,neutral
내부시,2,neutral
알바,2,neutral
구가,2,neutral
폼클렌징,2,neutral
수국,2,neutral
최대한,2,neutral
축하,2,positive
방송,2,neutral
관심,2,neutral
이부자리,2,neutral
자판기,2,positive
일주일,2,neutral
티비,2,neutral
바디,2,neutral
형식,2,neutral
통로,2,neutral
폭설,2,neutral
히터,2,neutral
생가,2,neutral
언급,2,negative
곡성,2,neutral
방앞,2,neutral
고지,2,neutral
매너,2,neutral
연기,2,neutral
기약,2,neutral
기기,2,neutral
무등산,2,neutral
중턱,2,neutral
테마,2,positive
파크,2,neutral
관방,2,neutral
고창,2,neutral
슬리퍼,2,neutral
네트,2,neutral
장거리,2,neutral
우려,2,neutral
간이,2,neutral
쪼끔,2,neutral
영광,2,positive
배경,2,neutral
아버님,2,neutral
오늘,2,neutral
핸드폰,2,neutral
달리,2,neutral
공급,2,neutral
도저히,2,neutral
팔이,2,neutral
솔직,2,positive
앞서,2,neutral
강변,2,positive
귀뚜라미,2,neutral
따스운,2,neutral
한파,2,neutral
순이,2,neutral
복돌이,2,neutral
카톡,2,neutral
펜션답,2,neutral
환영,2,neutral
초콜렛,2,neutral
세부,2,neutral
책자,2,positive
불보,2,neutral
면서,2,neutral
워낙,2,neutral
자쿠,2,neutral
비대,2,neutral
유유,2,neutral
스프링,2,neutral
스탠딩,2,neutral
허락,2,neutral
수전,2,neutral
양말,2,neutral
바지,2,neutral
처마,2,neutral
딸내미,2,neutral
판도,2,neutral
패드,2,neutral
자가용,2,neutral
상추,2,neutral
예고,2,neutral
대처,2,neutral
반려,2,neutral
견도,2,neutral
아르바이트생,2,neutral
표지판,2,neutral
의치,2,neutral
보관,2,positive
여부,2,neutral
회도,2,neutral
외형,2,neutral
리지,2,neutral
옥도,2,neutral
만끽,2,neutral
손수,2,neutral
원두,2,positive
기와,2,neutral
모터,2,neutral
주무,2,neutral
놀이,2,neutral
가라,2,neutral
도랑,2,neutral
유명,2,neutral
세쿼이아,2,neutral
명의,2,neutral
멤버,2,neutral
확실,2,neutral
비번,2,neutral
갓길,2,neutral
동시,2,neutral
가야금,2,neutral
구릉,2,neutral
연말,2,neutral
새해,2,positive
쿵쾅,2,neutral
볼일,2,neutral
천국,2,neutral
어서,2,neutral
시계,2,neutral
럭셔리,2,positive
빗자루,2,neutral
축사,2,neutral
거인,2,neutral
날개,2,neutral
뚜껑,2,neutral
옥집,2,neutral
건밤,2,neutral
중정,2,neutral
마감,2,neutral
곰탕,2,neutral
금성,2,neutral
동화,2,neutral
도둑,2,negative
선선,2,neutral
제재,2,neutral
어제,2,neutral
지난,2,neutral
방지,2,neutral
업데이트,2,neutral
마이크,2,neutral
수다,2,neutral
레이,2,neutral
부침개,2,neutral
덕지덕지,2,negative
예감,2,neutral
인간,2,negative
에어팟,2,neutral
노이즈,2,neutral
슬링,2,neutral
차이,2,neutral
피부,2,neutral
옛날,2,negative
합리,2,neutral
즉흥,2,positive
소화,2,neutral
화분,2,neutral
프라이버시,2,neutral
공기청정기,2,neutral
형성,2,neutral
사시,2,neutral
화투,2,neutral
윷놀이,2,neutral
추월산,2,neutral
화로,2,neutral
정자,2,neutral
대의,2,neutral
감나무,2,neutral
비위생적,2,neutral
이만,2,neutral
대장,2,neutral
과학관,2,neutral
영업,2,neutral
실화,2,neutral
멘붕,2,negative
정육점,2,neutral
정육,2,neutral
우여곡절,2,neutral
부랴부랴,2,neutral
부터,2,neutral
당시,2,neutral
방금,2,neutral
창고,2,neutral
습기,2,neutral
두루,2,neutral
순식간,2,neutral
프론트,2,neutral
별문제,2,neutral
죄인,2,neutral
웃음,2,neutral
구멍,2,neutral
여객선,2,positive
체고,2,neutral
큐브,2,neutral
로비,2,positive
카펠라,2,neutral
유행,2,neutral
뚜레쥬르,2,neutral
샐러드,2,neutral
운행,2,neutral
실내수영장,2,neutral
베드,2,neutral
편리,2,positive
유료,2,neutral
속초,2,neutral
해운대,2,neutral
지역별,2,neutral
힐로,2,neutral
아마,2,neutral
독보,2,neutral
안드네,2,neutral
인기,2,positive
불꽃놀이,2,neutral
루프,2,neutral
동이,2,neutral
방학,2,neutral
쓰레기통,2,negative
기능,2,neutral
걱정거리,2,negative
해수욕,2,neutral
빠트려,2,neutral
연방,2,neutral
잡채,2,neutral
달도,2,neutral
협소함,2,neutral
안정,2,positive
안도,2,positive
서든,2,neutral
보람,2,positive
제습기,2,neutral
아래쪽,2,neutral
어슬렁,2,neutral
어차피,2,neutral
어디가,2,neutral
오래오래,2,neutral
가치,2,positive
계정,2,neutral
일색,2,neutral
성격,2,positive
의심,2,negative
살살,2,neutral
밑반찬,2,positive
포레,2,neutral
반대,2,neutral
야식,2,neutral
지하,2,neutral
남성,2,neutral
찹쌀떡,2,neutral
여성,2,neutral
어려움,2,negative
숙박업소,2,neutral
선생,2,neutral
역도,2,neutral
워터파크,2,neutral
퍼센트,2,neutral
거도,2,neutral
이제껏,2,positive
무수,2,neutral
컵밥,2,neutral
충전,2,neutral
서치,2,neutral
택배,2,neutral
조심,2,neutral
이마트,2,neutral
가운데,2,neutral
물안경,2,neutral
마침,2,neutral
맥심,2,neutral
인포,2,neutral
한낮,2,neutral
쿠션,2,neutral
프런트,2,neutral
중심,2,neutral
복어,2,neutral
건조대,2,neutral
자산,2,neutral
신하,2,neutral
에어,2,neutral
현관문,2,neutral
여니,2,neutral
가슴,2,neutral
살갑,2,neutral
홈페이지,2,neutral
차후,2,neutral
인덕션,2,neutral
가방,2,neutral
눈앞,2,neutral
자동차,2,neutral
실외,2,negative
가족사진,2,neutral
여태껏,2,neutral
상주,2,neutral
가보,2,neutral
우린,2,neutral
초등학교,2,neutral
비밀번호,2,neutral
슈거,2,neutral
브리,2,neutral
요트,2,neutral
볶음밥,2,neutral
사계절,2,neutral
츤데레,2,neutral
두번째,2,positive
방역,2,positive
하하,2,neutral
구계,2,neutral
뻑뻑,2,neutral
이기,2,neutral
책임,2,neutral
무색,2,neutral
유성우,2,neutral
이내,2,neutral
돈벌레,2,neutral
꿀맛,2,neutral
쾌쾌,2,negative
녹동항,2,neutral
훤히,2,neutral
선착장,2,neutral
찜질,2,neutral
레스토랑,2,neutral
예송,2,neutral
전복,2,neutral
진도,2,neutral
꽃들이,2,neutral
염려,2,neutral
수학여행,2,neutral
장흥,2,neutral
포인트,2,positive
본전,2,neutral
무당벌레,2,neutral
옆동,2,neutral
오신,2,neutral
아내,2,neutral
안껏다,2,neutral
실랑이,2,neutral
펜션안,2,neutral
뜬눈,2,neutral
피해자,2,neutral
시크릿,2,neutral
사체,2,negative
방치,2,negative
무안,2,neutral
즐거움,2,positive
카페트,2,neutral
순위,2,positive
장식,2,neutral
여운,2,positive
바위,2,neutral
은하수,2,neutral
해외,2,neutral
약밥,2,neutral
근성,2,neutral
그날,2,neutral
회원,2,neutral
불가,2,negative
최상급,2,positive
긍정,2,positive
까탈,2,neutral
고추,2,neutral
어프,2,neutral
로치,2,neutral
연습,2,neutral
댓글,2,neutral
소라,2,neutral
해수,2,neutral
계란말이,2,neutral
서해,2,neutral
문어,2,neutral
실장,2,neutral
삐걱,2,neutral
개발,1,neutral
전국,1,neutral
연속,1,neutral
영상,1,neutral
더위,1,neutral
숙수,1,neutral
향초,1,neutral
도토리묵,1,neutral
추구,1,neutral
여행자,1,positive
조례동,1,neutral
인연,1,neutral
버선,1,neutral
음주,1,neutral
가무,1,neutral
고집,1,negative
대숲,1,neutral
조예,1,neutral
짱뚱어,1,neutral
화예,1,neutral
마음씨,1,neutral
우시,1,neutral
듣기,1,neutral
켈리,1,neutral
그레,1,neutral
버스정류장,1,positive
을해,1,neutral
평상시,1,neutral
대목,1,neutral
여파,1,neutral
초특,1,neutral
그간,1,neutral
트리오,1,neutral
세척,1,neutral
압도,1,neutral
이브,1,neutral
올인,1,neutral
배립니,1,neutral
송광사,1,neutral
신식,1,positive
납부,1,neutral
트리,1,neutral
슷니,1,neutral
지원,1,neutral
투룸형,1,neutral
투썸,1,neutral
샤인,1,neutral
싸구려,1,neutral
판자,1,neutral
유흥가,1,neutral
방가,1,neutral
청구,1,neutral
바퀴,1,negative
사사건건,1,neutral
진열,1,neutral
고마움,1,positive
이요,1,neutral
방사,1,neutral
오피스텔,1,neutral
벽뷰임,1,neutral
최공,1,neutral
호의,1,positive
성공,1,positive
겸딩,1,neutral
컨테이너,1,neutral
지은,1,neutral
바닥재,1,neutral
페셔널,1,neutral
링스,1,neutral
동산,1,neutral
평야,1,neutral
천방지축,1,neutral
금붕어,1,neutral
어두우,1,neutral
나선,1,neutral
남향,1,neutral
사골,1,neutral
산등성이,1,neutral
달이,1,neutral
장관,1,neutral
산세비에리아,1,neutral
개식,1,neutral
누럼,1,neutral
고시텔,1,neutral
윗방,1,neutral
레몬,1,neutral
아로마,1,neutral
굴곡,1,neutral
상이,1,neutral
요가,1,neutral
물귀신,1,neutral
아드님,1,neutral
베이,1,neutral
재사용,1,negative
꽃병,1,neutral
묶음,1,neutral
순천대,1,neutral
부자,1,positive
폭염,1,neutral
글로리,1,neutral
주행,1,neutral
로즈메리,1,neutral
이어도,1,neutral
인정이,1,neutral
굿굿굿굿굿,1,neutral
월요일,1,neutral
룸바,1,neutral
낙상,1,neutral
뫈전,1,neutral
샷다문,1,neutral
민감,1,neutral
낚였음,1,neutral
기저귀,1,neutral
위급,1,neutral
단번,1,neutral
오락,1,positive
세탁기,1,neutral
세제,1,neutral
처치,1,neutral
기겁,1,neutral
안남,1,neutral
반대편,1,negative
예상외,1,neutral
저럄,1,neutral
가렵,1,neutral
반나절,1,neutral
버티고,1,neutral
산골,1,neutral
언덕길,1,neutral
오픈,1,neutral
공이,1,neutral
응급실,1,neutral
경첩,1,neutral
칼앞뷰뷴,1,neutral
사슬,1,neutral
기둥,1,neutral
라지,1,neutral
눈데,1,neutral
손좀,1,neutral
요요,1,neutral
님들,1,neutral
수량,1,neutral
청소년기,1,neutral
한밤,1,neutral
답장,1,neutral
점철,1,neutral
리필,1,neutral
식당가,1,positive
물음,1,neutral
정시,1,neutral
취약,1,neutral
침입,1,neutral
깨달음,1,positive
요구사항,1,positive
기숙사,1,neutral
만난,1,neutral
번개,1,neutral
야시장,1,neutral
두통약,1,neutral
구해,1,neutral
슈퍼맨,1,neutral
가파르긴,1,neutral
요것,1,neutral
방만,1,neutral
포용,1,neutral
부득이,1,neutral
참기름,1,neutral
젛았어,1,neutral
물살,1,neutral
자연도,1,neutral
돌판,1,neutral
급경사,1,neutral
출입문,1,neutral
검수,1,neutral
결합,1,neutral
뷰러,1,neutral
알레르기,1,neutral
콧물,1,neutral
가려움,1,negative
국자,1,neutral
이도,1,neutral
시간표,1,neutral
성은,1,neutral
지다,1,negative
왕새우,1,neutral
도축장,1,neutral
영문,1,neutral
비온,1,neutral
강물,1,neutral
법도,1,neutral
단둘,1,neutral
구조도,1,neutral
부들부들,1,positive
꼼짝,1,neutral
출시,1,neutral
제조,1,neutral
여가,1,neutral
내면,1,neutral
두릅,1,neutral
삼성,1,neutral
모닝커피,1,neutral
캉스,1,neutral
인버터,1,neutral
나기,1,neutral
스윗,1,neutral
카페테리아,1,neutral
크리스마스,1,neutral
어요,1,neutral
거주,1,neutral
반했어,1,neutral
유통,1,neutral
기한,1,neutral
벌이,1,neutral
일인,1,neutral
글함,1,neutral
다수,1,neutral
전남,1,neutral
산들,1,neutral
버섯,1,neutral
위험,1,neutral
월간,1,neutral
휴무,1,neutral
울림,1,neutral
끝방,1,neutral
라이브,1,neutral
절대로,1,negative
벽체,1,neutral
방송사,1,neutral
송출,1,neutral
셋탑,1,neutral
옆면,1,neutral
버튼,1,neutral
조작,1,neutral
반찬,1,positive
향후,1,neutral
뷔페,1,positive
이웃,1,neutral
모건,1,neutral
호박,1,neutral
낭트,1,neutral
인용,1,neutral
의류,1,neutral
흑두루미,1,neutral
용납,1,neutral
화대,1,neutral
우물,1,neutral
천정,1,neutral
프린트,1,neutral
갤러리,1,neutral
물가,1,neutral
잘만,1,neutral
밥맛,1,neutral
가정식,1,neutral
순천시,1,neutral
트레킹,1,neutral
열어뒀뉸데,1,neutral
티슈,1,neutral
숯사,1,neutral
피톤,1,neutral
치드,1,neutral
에너지,1,neutral
냉동고,1,neutral
고심,1,neutral
사냥,1,neutral
복구,1,neutral
불법,1,negative
점거,1,neutral
여동생,1,neutral
깊이깊이,1,neutral
가로등,1,negative
명인,1,neutral
본채,1,neutral
돼지,1,neutral
묵은지,1,neutral
읍성,1,neutral
국물,1,neutral
화방,1,neutral
난초,1,neutral
업글,1,neutral
귀중,1,neutral
휴대,1,neutral
다이소,1,neutral
찌꺼기,1,negative
복층임,1,neutral
수십,1,neutral
차례,1,neutral
따끈따끈,1,neutral
논밭,1,neutral
전갈,1,neutral
화포,1,neutral
포충,1,neutral
산물,1,neutral
신체,1,neutral
활동,1,neutral
환호,1,neutral
꼽자,1,neutral
강도,1,neutral
보성강,1,neutral
선암사,1,neutral
리가,1,neutral
자지,1,neutral
진창,1,neutral
옆쪽,1,neutral
마이너스,1,negative
점수,1,neutral
무시,1,neutral
정체,1,negative
하랴,1,neutral
일일이,1,neutral
낙안,1,neutral
민속촌,1,neutral
닙니,1,neutral
분실물,1,positive
파출소,1,neutral
깨끗횠어,1,neutral
오디,1,neutral
사다리,1,neutral
아가,1,neutral
봄꽃,1,neutral
목쉰,1,neutral
플라스틱,1,neutral
사기그릇,1,neutral
경제,1,neutral
리뉴,1,neutral
강가가,1,neutral
초입,1,neutral
피자,1,neutral
경기도,1,neutral
남쪽,1,neutral
어망,1,neutral
민들레,1,neutral
패션,1,positive
투룸,1,neutral
커브,1,neutral
백열등,1,neutral
말소리,1,neutral
복합,1,neutral
가팔랐,1,neutral
해프닝,1,neutral
병따개,1,neutral
줄줄,1,neutral
보완,1,negative
기만,1,neutral
톽트,1,neutral
재스민,1,neutral
다우,1,neutral
동문,1,neutral
백일홍,1,neutral
논뷰,1,neutral
멕입니,1,neutral
타순,1,neutral
당장,1,neutral
외갓집,1,neutral
재촉,1,neutral
매트,1,neutral
참으로,1,positive
스퀘어,1,neutral
걸레,1,negative
글귀,1,neutral
다방,1,neutral
떨기,1,neutral
돟았,1,neutral
최선,1,neutral
객석,1,neutral
냉온,1,neutral
골프장,1,neutral
선착순,1,neutral
영하,1,neutral
가량,1,neutral
서리,1,neutral
마찰,1,neutral
가파르,1,neutral
상수도,1,neutral
타이어,1,neutral
놀람,1,negative
초코,1,neutral
적임,1,neutral
개중,1,neutral
길목,1,neutral
목조,1,neutral
의견,1,neutral
수렴,1,neutral
완제,1,neutral
꽁초,1,negative
배정은,1,neutral
도중,1,neutral
라이트,1,neutral
기껏,1,neutral
동물원,1,neutral
동물,1,neutral
혼쭐,1,neutral
별똥별,1,neutral
안심,1,positive
세안,1,neutral
은박,1,neutral
살충제,1,neutral
면봉,1,neutral
이빙,1,neutral
키친,1,neutral
버무리,1,neutral
저장,1,neutral
깜박,1,neutral
올리고당,1,neutral
죽염,1,neutral
허브,1,neutral
솔트,1,neutral
풀기,1,neutral
생필,1,neutral
외벽,1,neutral
페인트,1,neutral
겨를,1,neutral
목탁,1,neutral
숙도,1,neutral
키즈룸,1,neutral
보정,1,neutral
형부,1,neutral
목표,1,neutral
놀이터,1,neutral
대구,1,neutral
멸치,1,neutral
꾸밈,1,neutral
용법,1,neutral
기재,1,neutral
고먐미,1,neutral
낫다,1,positive
철망,1,neutral
송이,1,neutral
솜씨,1,positive
하자,1,neutral
주기,1,neutral
생신,1,neutral
여름방학,1,neutral
보고서,1,neutral
초이스,1,neutral
부슬부슬,1,neutral
배추,1,neutral
디시,1,neutral
냉장,1,neutral
드릴,1,neutral
빙산,1,neutral
일각,1,neutral
퇴실안,1,neutral
술잔,1,neutral
퇴실때,1,neutral
문의사항,1,neutral
적합,1,neutral
간장,1,neutral
경주,1,neutral
스풀,1,neutral
정석,1,neutral
밥상,1,neutral
젛아,1,neutral
장임,1,neutral
돈쭐나세,1,neutral
나인,1,neutral
증기,1,neutral
복층방,1,positive
캐리어,1,neutral
숨통,1,neutral
장미,1,neutral
흠집,1,negative
천원,1,neutral
사마귀,1,neutral
펠렛,1,neutral
동남아,1,neutral
디테,1,neutral
충족,1,positive
구들,1,neutral
읺았,1,neutral
순창,1,neutral
발효,1,neutral
앰프,1,neutral
전원주택,1,neutral
딤양,1,neutral
내장산,1,neutral
백양,1,neutral
시가,1,neutral
떡갈비,1,neutral
근거리,1,neutral
항구,1,positive
선운사,1,neutral
남원,1,neutral
간섭,1,neutral
도넛,1,neutral
소통,1,neutral
요인,1,neutral
권한,1,neutral
풀꽃,1,neutral
대학교,1,neutral
졸업,1,neutral
술병,1,neutral
기색,1,neutral
꽈배기,1,neutral
유흥거,1,neutral
유입,1,neutral
수면,1,neutral
조물,1,neutral
펜더,1,neutral
날씬데,1,neutral
여벌,1,neutral
하운드,1,neutral
사격,1,neutral
국가대표,1,neutral
맘속,1,neutral
최애,1,neutral
상도,1,neutral
남정,1,neutral
구리,1,neutral
속지,1,neutral
그을음,1,neutral
그대,1,neutral
목적,1,neutral
탱크,1,neutral
장용,1,neutral
꽃가루,1,neutral
자가,1,neutral
동의,1,neutral
콜라,1,neutral
모조리,1,positive
수사,1,neutral
중순,1,neutral
중단,1,neutral
키파,1,neutral
연고,1,neutral
파스,1,neutral
여지,1,neutral
이돈,1,neutral
감수,1,neutral
지면,1,neutral
폭우,1,neutral
에어건,1,neutral
강성,1,neutral
별별,1,neutral
미숙,1,neutral
이참,1,neutral
취침,1,neutral
베갯잇,1,neutral
래서,1,neutral
마이크로,1,neutral
로봇청소기,1,neutral
거제,1,neutral
출제,1,neutral
폭포,1,neutral
최강,1,positive
기적,1,neutral
아침햇살,1,neutral
퐁당,1,neutral
중요시,1,neutral
하트,1,neutral
휘경,1,neutral
