Keyword,Frequency,sentiment
음료,16,positive
해도,16,neutral
장님,16,neutral
크게,16,positive
참고,16,positive
잠도,16,positive
개선,15,neutral
비도,15,neutral
비데,15,neutral
고장,15,negative
여기저기,15,neutral
커버,15,negative
마지막,15,neutral
고민,15,neutral
비교,15,positive
배수,14,negative
가끔,14,neutral
카페,14,positive
음식점,14,positive
금액,14,positive
전망,14,positive
얼룩,14,negative
생수,14,neutral
이틀,14,neutral
이건,14,negative
이유,14,neutral
대박,14,neutral
모기,14,negative
지역,14,neutral
구경,14,neutral
정원,14,neutral
갑자기,14,neutral
워시,14,neutral
센스,14,positive
오션,14,positive
실망,13,negative
지금,13,positive
보통,13,neutral
정수기,13,positive
컵라면,13,positive
거미줄,13,negative
비치,13,neutral
투숙,13,neutral
대해,13,neutral
전자렌지,13,positive
마트,13,positive
장점,13,positive
계단,13,negative
예정,13,positive
설명,13,positive
힐링,13,positive
추억,13,positive
특실,13,positive
충전,13,neutral
아쉬움,13,negative
절대,13,negative
일정,13,neutral
다행,13,neutral
산책,12,positive
체적,12,neutral
보이,12,neutral
방안,12,neutral
할인,12,positive
조명,12,positive
기회,12,positive
테라스,12,positive
구석,12,negative
도로,12,neutral
원래,12,positive
월풀,12,positive
차로,12,positive
순천만,12,positive
엉망,12,neutral
조절,12,neutral
아래,12,neutral
식사,12,positive
하니,12,neutral
가지,12,neutral
옆방,12,negative
엘베,12,neutral
깜짝,11,neutral
퀄리티,11,positive
수고,11,positive
해결,11,positive
장난,11,negative
펜션,11,positive
요즘,11,positive
검색,11,neutral
친철,11,positive
무척,11,positive
오늘,11,neutral
배려,11,positive
자리,11,neutral
쓰기,11,neutral
옛날,11,negative
문의,11,neutral
거기,11,neutral
게임,11,neutral
한잔,11,neutral
계란,11,neutral
복층,11,positive
관광지,11,positive
물품,11,positive
이동,11,neutral
심해,11,neutral
추석,11,positive
무인,11,neutral
얼음,11,neutral
그것,11,neutral
무안,11,neutral
말씀,10,neutral
나중,10,neutral
겨울,10,neutral
연결,10,neutral
샤워실,10,neutral
호수,10,neutral
세탁,10,neutral
만족도,10,neutral
신분,10,neutral
하수,10,neutral
공용,10,neutral
향기,10,neutral
고객,10,neutral
온돌,10,neutral
끼리,10,neutral
아주머니,10,neutral
서울,10,neutral
콘센트,10,neutral
곳곳,10,neutral
번화가,10,neutral
바퀴벌레,10,negative
실시간,10,neutral
설치,10,neutral
축제,10,positive
간다,10,neutral
스낵바,10,neutral
가까이,10,neutral
낙후,10,neutral
관광,10,neutral
장소,10,neutral
온천,10,neutral
방바닥,10,neutral
최근,10,neutral
명절,10,neutral
영암,10,neutral
서킷,10,neutral
강진,10,neutral
드라이브인,9,neutral
공원,9,neutral
넷플,9,neutral
먼저,9,neutral
은방,9,neutral
찾기,9,neutral
자꾸,9,neutral
빨래,9,positive
한편,9,neutral
영화,9,positive
외진,9,neutral
여름,9,neutral
시트,9,neutral
비누,9,neutral
이해,9,neutral
휴지,9,neutral
결제,9,neutral
평일,9,neutral
일회용품,9,neutral
연식,9,negative
어요,9,neutral
여유,9,positive
후회,9,negative
처리,9,positive
얘기,9,neutral
양호,9,neutral
슬리퍼,9,neutral
타워,9,neutral
환경,9,neutral
휴가,9,neutral
빵빵,9,positive
신랑,9,neutral
인사,9,neutral
개미,9,neutral
녹동항,9,neutral
더욱,8,neutral
화장,8,neutral
침실,8,neutral
입장,8,neutral
경치,8,neutral
차량,8,neutral
분리,8,neutral
완벽,8,neutral
잠자리,8,neutral
사항,8,neutral
몇번,8,neutral
진심,8,neutral
중간,8,neutral
불만족,8,negative
저번,8,neutral
더블,8,neutral
기준,8,neutral
당일,8,neutral
트윈,8,neutral
요금,8,neutral
프라이,8,neutral
오시,8,neutral
시청,8,neutral
여자친구,8,positive
엘레베이터,8,neutral
반실,8,neutral
세번,8,neutral
불구,8,neutral
놀러와,8,neutral
사모님,8,neutral
주심,8,neutral
교통,8,neutral
코로나,8,neutral
베드,8,neutral
물때,8,neutral
맥주,8,neutral
경험,8,neutral
여행가,8,neutral
듭니,8,neutral
체크아웃,8,neutral
머리,8,neutral
잘만,8,neutral
밤새,8,neutral
싱크대,8,neutral
핸드폰,8,neutral
화순,8,neutral
제외,8,neutral
지인,8,neutral
낚시,8,neutral
과자,8,neutral
운영,8,neutral
업무,7,neutral
려고,7,neutral
천장,7,neutral
대형,7,neutral
누가,7,neutral
불친절,7,negative
스프링,7,neutral
보시,7,neutral
이구,7,neutral
구조,7,neutral
합리,7,neutral
고급,7,positive
광주,7,neutral
가용,7,neutral
야경,7,positive
커튼,7,neutral
한가지,7,neutral
협소,7,negative
순간,7,neutral
가구,7,neutral
허리,7,neutral
만원,7,neutral
취소,7,neutral
필요,7,neutral
지방,7,neutral
다가,7,neutral
버스,7,neutral
부담,7,negative
거나,7,neutral
시험,7,neutral
택시,7,neutral
인근,7,neutral
날씨,7,neutral
여행자,7,positive
어제,7,neutral
와이파이,7,positive
건조기,7,positive
방충,7,neutral
술집,7,neutral
오픈,7,neutral
군데,7,neutral
기간,7,neutral
순천역,7,neutral
대안,7,neutral
이정,7,neutral
선풍기,7,neutral
국가,7,neutral
외부,7,neutral
일부러,7,negative
야식,7,neutral
에어,7,neutral
동네,7,neutral
수가,7,neutral
워낙,7,neutral
온도,7,neutral
쾌적,7,positive
대체로,7,positive
장사,7,neutral
내내,7,neutral
편리,7,positive
타고,7,neutral
계획,7,neutral
전용,7,neutral
도곡,7,neutral
멀리,7,neutral
좀더,7,neutral
짜증,7,negative
현관,7,neutral
최신,7,neutral
다리,7,neutral
식구,7,neutral
조음,7,positive
제주도,7,neutral
장흥,7,neutral
유지,6,neutral
거울,6,neutral
비즈니스,6,neutral
현장,6,neutral
부족함,6,neutral
전날,6,neutral
디즈니,6,positive
모시,6,negative
부부,6,neutral
최상,6,positive
의향,6,neutral
압도,6,neutral
인원,6,neutral
만점,6,positive
짱짱,6,positive
특유,6,neutral
일이,6,neutral
프로,6,neutral
풍경,6,neutral
식빵,6,neutral
호실,6,neutral
등산,6,neutral
마스크,6,neutral
안해,6,neutral
예전,6,neutral
세탁기,6,neutral
선물,6,neutral
그동안,6,neutral
역대,6,neutral
마무리,6,neutral
전원,6,neutral
잔뜩,6,neutral
대응,6,positive
세월,6,neutral
메뉴,6,neutral
출발,6,neutral
창고,6,neutral
마을,6,neutral
영업,6,neutral
인상,6,neutral
악취,6,negative
적극,6,positive
모로,6,neutral
경우,6,neutral
일반,6,neutral
창밖,6,neutral
드레서,6,neutral
분실물,6,positive
포기,6,negative
변경,6,neutral
실수,6,negative
포함,6,neutral
흔적,6,neutral
결하,6,neutral
깨끗힌,6,positive
아무,6,neutral
단골,6,positive
마다,6,neutral
간이,6,neutral
샌드위치,6,neutral
어머니,6,neutral
뭔가,6,negative
정돈,6,positive
면도기,6,neutral
비갑,6,neutral
리모컨,6,neutral
작성,6,neutral
간식,6,neutral
일도,6,neutral
기계,6,positive
섬진강,6,neutral
잡기,6,neutral
음료수,6,neutral
점수,6,neutral
대신,6,neutral
감안,6,neutral
아예,6,neutral
이순신,6,positive
녹차,6,neutral
스타일러스,5,positive
감탄,5,positive
디자인,5,neutral
피시,5,neutral
혁신도시,5,neutral
규모,5,neutral
운전,5,neutral
세면,5,neutral
환풍기,5,neutral
이야기,5,neutral
개별,5,neutral
평소,5,neutral
이름,5,neutral
거실,5,neutral
맞이,5,positive
베스트,5,positive
굳이,5,neutral
여관,5,neutral
단체,5,neutral
종주,5,neutral
옥상,5,positive
고향,5,neutral
여지,5,neutral
기능,5,neutral
비닐,5,neutral
스탠다드,5,neutral
모습,5,neutral
소독,5,positive
이전,5,neutral
시스템,5,neutral
지은,5,neutral
요기,5,neutral
타일,5,neutral
읍니,5,neutral
하나로마트,5,positive
보관,5,positive
안쪽,5,neutral
주자,5,neutral
홈플러스,5,positive
포장,5,neutral
어플,5,neutral
높이,5,neutral
타지,5,neutral
결정,5,neutral
엄마,5,neutral
첫날,5,neutral
셀프,5,positive
보일러,5,neutral
발견,5,positive
디럭스,5,positive
별도,5,neutral
누렇,5,negative
세상,5,neutral
화장품,5,neutral
가세,5,neutral
여행지,5,neutral
몇개,5,neutral
단위,5,neutral
이면,5,neutral
얼굴,5,neutral
이미지,5,neutral
사이,5,neutral
만큼,5,neutral
헤어,5,neutral
구례,5,neutral
클렌징폼,5,neutral
평점,5,neutral
행시,5,neutral
베리,5,positive
사전,5,neutral
수기,5,neutral
방과,5,neutral
한쪽,5,neutral
바베큐,5,neutral
열쇠,5,negative
취향,5,neutral
불량,5,negative
양심,5,neutral
먹기,5,neutral
싱글,5,neutral
고생,5,neutral
진드기,5,negative
골목,5,positive
담날,5,neutral
포차,5,positive
신발장,5,neutral
요요,5,neutral
특성,5,neutral
댓글,5,neutral
굿굿굿,5,positive
말투,5,negative
만해,5,neutral
땅끝,5,neutral
공사,5,negative
기전,5,neutral
드메르,5,neutral
최강,5,positive
식당가,5,positive
아기,5,neutral
득실,5,negative
걸이,4,neutral
로만,4,neutral
친정,4,positive
화면,4,neutral
솔솔,4,neutral
상가,4,positive
플러스,4,neutral
여러,4,neutral
목적지,4,neutral
쇼파,4,neutral
나머진,4,neutral
창틀,4,neutral
숙면,4,positive
애견,4,neutral
동반,4,positive
데리,4,neutral
스타일,4,positive
관리자,4,neutral
이벤트,4,positive
주의,4,neutral
잘못,4,negative
이만,4,neutral
지불,4,neutral
할머니,4,neutral
동생,4,neutral
편입,4,neutral
인생,4,neutral
남자친구,4,neutral
환상,4,positive
드라이브,4,neutral
통해,4,neutral
남친,4,neutral
마자,4,neutral
준특실,4,neutral
센터,4,neutral
트리스,4,neutral
화가,4,neutral
냉동,4,neutral
포트,4,neutral
며칠,4,neutral
그닥,4,negative
아저씨,4,neutral
뚜껑,4,neutral
구성,4,neutral
아마,4,neutral
대요,4,neutral
컴터,4,positive
팝콘,4,positive
면서,4,neutral
용의,4,positive
계정,4,neutral
리모콘,4,neutral
는걸,4,neutral
휴대폰,4,neutral
오오오,4,neutral
모니터,4,neutral
청춘,4,positive
우유,4,positive
박람회,4,positive
보수,4,negative
어차피,4,neutral
바깥,4,neutral
다이소,4,neutral
한참,4,neutral
고정,4,neutral
잠금장치,4,neutral
수도,4,neutral
그날,4,neutral
아침식사,4,positive
구매,4,neutral
사랑,4,positive
업체,4,neutral
사양,4,positive
정성,4,positive
로션,4,neutral
조명도,4,positive
점도,4,neutral
배달,4,neutral
선지,4,neutral
수리,4,neutral
충격,4,negative
쓰시,4,neutral
진동,4,negative
강아지,4,neutral
대충,4,neutral
이외,4,neutral
요구,4,neutral
편차,4,neutral
취하,4,neutral
점검,4,negative
일행,4,neutral
택배,4,neutral
천수,4,neutral
매력,4,positive
오후,4,neutral
토요일,4,neutral
비용,4,neutral
사실,4,neutral
냉방,4,neutral
인지,4,neutral
커피한잔,4,neutral
머신,4,neutral
작년,4,neutral
곡성,4,neutral
전라도,4,neutral
남편,4,neutral
종류,4,neutral
갈수,4,neutral
대도,4,neutral
강력,4,positive
최적,4,positive
지리산,4,neutral
가나,4,neutral
할아버지,4,neutral
대부분,4,neutral
오리,4,neutral
박해,4,neutral
거미,4,negative
도도,4,neutral
커피포트,4,neutral
경기장,4,positive
대변기,4,neutral
맛사지,4,neutral
찜질,4,neutral
마리,4,neutral
가시,4,neutral
지은지,4,neutral
주행,4,neutral
읍내,4,neutral
남아,4,neutral
향수,4,neutral
고양이,4,neutral
박스,4,neutral
낭만,4,positive
첫인상,4,neutral
상세,4,neutral
따숩,4,positive
면봉,4,neutral
조아연,4,positive
기만,4,neutral
불만,4,negative
용용,4,neutral
케이블카,4,neutral
인용,4,neutral
건데,4,neutral
부도,4,neutral
친척,4,neutral
괜시리,4,neutral
으쓱,4,positive
이순신대교,4,neutral
전망대,4,positive
모노레일,4,positive
프라하,4,neutral
두륜산,4,neutral
전등,3,neutral
전자레인지,3,positive
휴게실,3,neutral
배치,3,neutral
평균,3,neutral
전기포트,3,neutral
의도,3,neutral
서로,3,neutral
중심,3,neutral
오류,3,negative
세트,3,neutral
어머님,3,neutral
지하,3,neutral
마사지,3,neutral
간만,3,neutral
마개,3,neutral
음악,3,neutral
생기,3,neutral
콘도,3,neutral
대기,3,neutral
롯데,3,neutral
인터넷,3,neutral
건조,3,neutral
제발,3,negative
정상,3,positive
모던,3,positive
날짜,3,neutral
웨스턴,3,neutral
보임,3,neutral
벽지,3,neutral
협소합니,3,neutral
아들,3,neutral
편임,3,neutral
정식,3,neutral
절반,3,neutral
하운드,3,neutral
도시,3,neutral
타입,3,neutral
어려움,3,negative
곳임,3,neutral
노을,3,positive
박물관,3,neutral
기차,3,neutral
어르신,3,neutral
아이스크림,3,neutral
여인숙,3,neutral
난리,3,neutral
간곳,3,neutral
장성,3,neutral
예상,3,neutral
대로,3,neutral
뚜벅,3,neutral
찬물,3,negative
저런,3,neutral
내년,3,neutral
보풀,3,negative
실시,3,neutral
업소,3,neutral
자국,3,negative
덜덜,3,negative
전선,3,neutral
수정,3,neutral
퀘퀘,3,negative
여태,3,neutral
크리스마스,3,neutral
주신,3,neutral
굿굿굿굿,3,positive
나머지,3,neutral
천가면,3,neutral
와중,3,neutral
장판,3,neutral
필터,3,neutral
모래,3,neutral
기와,3,neutral
식도,3,neutral
남도,3,neutral
매너,3,neutral
대여,3,neutral
여사,3,neutral
결론,3,neutral
쾌쾌,3,negative
방향,3,neutral
리오,3,neutral
식탁,3,neutral
최대,3,neutral
풀기,3,neutral
쿠폰,3,positive
뒤쪽,3,neutral
인프라,3,positive
게스트하우스,3,neutral
가동,3,neutral
세고,3,neutral
버튼,3,neutral
통화,3,neutral
반찬,3,positive
잘잤슴니,3,neutral
신지,3,neutral
피곤,3,neutral
용이,3,neutral
대고,3,neutral
일어나서,3,neutral
가을,3,neutral
시장,3,positive
태도,3,neutral
용량,3,neutral
루프,3,neutral
시몬,3,positive
일주일,3,neutral
예민,3,neutral
라서,3,neutral
물건,3,neutral
매니,3,neutral
식이,3,neutral
우수,3,positive
층간소음,3,neutral
드네,3,neutral
무지,3,neutral
소개,3,neutral
연속,3,neutral
나이,3,neutral
끝판,3,neutral
박하,3,neutral
한지,3,neutral
감수,3,neutral
캠핑,3,neutral
종이컵,3,neutral
쓰레기,3,negative
비지,3,neutral
번호,3,neutral
에어콘,3,neutral
주스,3,neutral
바이크,3,neutral
형편,3,negative
가득,3,neutral
녹원,3,neutral
프로방스,3,neutral
아래층,3,neutral
잉어,3,neutral
무릎,3,neutral
리스트,3,positive
볼거리,3,positive
쉬기,3,neutral
금지,3,neutral
반신반의,3,neutral
도구,3,neutral
도곡면,3,neutral
처럼,3,neutral
상권,3,neutral
안주,3,neutral
방치,3,negative
테이프,3,neutral
광고,3,neutral
겉보기,3,neutral
부랴부랴,3,neutral
타월,3,neutral
무드등,3,neutral
에드,3,neutral
유리,3,neutral
노래,3,neutral
케이블,3,neutral
야간,3,neutral
외곽,3,neutral
찜질방,3,positive
티슈,3,neutral
번은,3,neutral
칭찬,3,positive
감당,3,neutral
작은방,3,neutral
수학여행,3,neutral
성인,3,neutral
소주,3,neutral
가야,3,neutral
고요,3,positive
가라,3,neutral
열기,3,neutral
경관,3,positive
고려,3,neutral
계곡,3,positive
시기,3,neutral
도나,3,neutral
부리,3,neutral
여행객,3,neutral
박살,3,negative
취사,3,neutral
여서,3,neutral
종종,3,neutral
만자,3,neutral
콘돔,3,neutral
도저히,3,neutral
전경,3,neutral
현상,3,neutral
관광객,3,neutral
흑산도,3,neutral
병원,3,neutral
노력,3,neutral
커플,3,neutral
볼때,3,neutral
본인,3,neutral
알러지,3,neutral
구분,3,neutral
도심,3,neutral
패밀리,3,neutral
치킨,3,neutral
해변,3,neutral
연장,3,neutral
안경,3,neutral
바닷가,3,positive
부탁,3,neutral
어른,3,neutral
안이,3,neutral
무리,3,neutral
휴식,3,positive
상위,3,positive
분도,3,neutral
오래됨,3,negative
평생,3,neutral
일주,3,neutral
이부자리,3,neutral
캐리어,3,neutral
갓바위,3,neutral
에코,3,neutral
글구,3,neutral
유튜브,3,neutral
사이즈,3,neutral
대표,3,neutral
충분,3,positive
라며,3,neutral
인치,3,neutral
쩐내,3,negative
실외,3,negative
명품,3,neutral
분과,3,neutral
목포역,3,neutral
때메,3,neutral
제주,3,neutral
출근,3,neutral
재탕,3,negative
사이트,3,neutral
연인,3,neutral
메르,3,neutral
쪼금,3,neutral
김밥,3,neutral
적당,3,neutral
고기,3,neutral
자판기,3,positive
이후,3,neutral
마찬가지,3,neutral
고리,3,neutral
매트,3,neutral
실용,3,neutral
대처,3,neutral
담요,3,neutral
제우스,3,neutral
여객,3,neutral
내야,3,neutral
전기차,3,positive
걸렀었습니,3,neutral
검은색,3,neutral
장만,3,neutral
파크,3,neutral
드론,3,neutral
기어,3,neutral
근방,2,positive
기존,2,neutral
깨끝,2,positive
일일이,2,neutral
답변,2,neutral
불빛,2,neutral
인터폰,2,neutral
무시,2,neutral
비지니스,2,neutral
아영,2,neutral
은퇴,2,neutral
유도,2,neutral
이도,2,neutral
화이트,2,neutral
어딘,2,neutral
안감,2,negative
수구,2,neutral
방인,2,neutral
빡빡,2,neutral
보리,2,neutral
굴비,2,neutral
쵝오,2,positive
에세,2,neutral
젓가락,2,neutral
그릇,2,neutral
인덕션,2,neutral
방공,2,neutral
집도,2,neutral
나주역,2,neutral
이지,2,neutral
세수,2,neutral
