연도,시도명,시군구명,축제명,개최기간,주최/주관,최초개최년도,예산합계,국비,지방비,기타,축제종류,조직형태,방문객수합계,내국인,외국인,개최장소 , 개최방식,앞부분,뒷부분,시작,종료,시작월,시작일,종료월,종료일,개최주소,좌표,위도,경도
2023,전라남도,해남군,명량대첩축제,09.08.~09.10.,명량대첩기념사업회,2008,1600,0.0,1600.0,0.0,전통역사,재단법인,151000.0,150000.0,1000.0,진도~해남 울돌목일원,대면,09.08.~09.10.,,09.08.,09.10.,9,8,9,10,전라남도 해남군 관광레저로 12,"34.5726489138229,126.3101440031",34.5726489138229,126.3101440031
2023,전라남도,여수시,국제남도음식문화큰잔치,10.06.~10.8.,남도음식문화큰잔치,1994,800,0.0,800.0,0.0,특산물,재단법인,178000.0,150000.0,28000.0,여수세계박람회장,대면,10.06.~10.8.,,10.06.,10.8.,10,6,10,8,전라남도 여수시 박람회길 1,"34.7509493146231,127.747091095943",34.7509493146231,127.747091095943
2023,전라남도,목포시,유달산봄축제,4.8.~4.9.,목포시축제추진위원회,1996,300,150.0,150.0,0.0,생태자연,민간단체,0.0,0.0,0.0,유달산 및 근대역사거리 일원,대면,4.8.~4.9.,,4.8.,4.9.,4,8,4,9,전라남도 목포시 노적봉길 45,"34.7890588216941,126.381252560045",34.7890588216941,126.381252560045
2023,전라남도,목포시,목포항구축제,10.20.~10.22.,목포시축제추진위원회,2006,1000,500.0,500.0,0.0,생태자연,민간단체,209850.0,209850.0,0.0,목포항 및 삼학도 일원,대면,10.20.~10.22.,,10.20.,10.22.,10,20,10,22,전라남도 목포시 삼학로92번길 6,"34.7865334119871,126.393672425999",34.7865334119871,126.393672425999
2023,전라남도,여수시,여수영취산진달래체험행사,3,여수영취산진달래축제추진위원회,1993,80,0.0,0.0,80.0,생태자연,축제추진위,0.0,0.0,0.0,영취산 일원,혼합형,3,,3,,3,0,0,0,전남 여수시 흥국사길 160,"34.8228162090701,127.701605934586",34.8228162090701,127.701605934586
2023,전라남도,여수시,여수밤바다불꽃축제,4,여수밤바다불꽃축제추진위원회,2016,440,0.0,0.0,440.0,문화예술,축제추진위,0.0,0.0,0.0,이순신광장 및 장군도 앞 해상,혼합형,4,,4,,4,0,0,0,전라남도 여수시 선어시장길 6,"34.7395781561546,127.736371787128",34.7395781561546,127.736371787128
2023,전라남도,여수시,여수거북선축제,5.5.~5.7.,여수거북선축제추진위원회,1967,900,0.0,0.0,900.0,전통역사,축제추진위,0.0,0.0,0.0,종포해양공원 일원,혼합형,5.5.~5.7.,,5.5.,5.7.,5,5,5,7,전라남도 여수시 박람회길 1,"34.7509493146231,127.747091095943",34.7509493146231,127.747091095943
2023,전라남도,여수시,거문도백도은빛바다체험행사,8,거문도백도은빛바다추진위원회,2001,50,0.0,0.0,50.0,기타(주민화합),축제추진위,0.0,0.0,0.0,거문도 일원,혼합형,8,,8,,8,0,0,0,전라남도 여수시 삼호교길 50,"34.0244579937387,127.30990270904",34.0244579937387,127.30990270904
2023,전라남도,여수시,여수여자만갯벌노을체험행사,9,여수여자만갯벌노을체험행사추진위원회,2009,60,0.0,0.0,60.0,생태자연,축제추진위,0.0,0.0,0.0,소라면 장척마을 일원,혼합형,9,,9,,9,0,0,0,전남 여수시 소라면 서부로 785-24,"34.790252166061,127.567975357816",34.790252166061,127.567975357816
2023,전라남도,여수시,여수동동북축제,10.21.~10.22.,여수동동북축제추진위원회,2018,350,0.0,0.0,350.0,전통역사,축제추진위,0.0,0.0,0.0,"용기공원, 선소 일원",혼합형,10.21.~10.22.,,10.21.,10.22.,10,21,10,22,전남 여수시 학동 316,"34.7579796509929,127.661566378184",34.7579796509929,127.661566378184
2023,전라남도,여수시,여수향일암일출제,23.12.31.~24.1.1.,여수향일암일출제추진위원회,1996,60,0.0,0.0,60.0,생태자연,축제추진위,0.0,0.0,0.0,돌산 임포마을 향일암 일원,혼합형,23.12.31.~24.1.1.,,12.31.,1.1.,12,31,1,1,전라남도 여수시 돌산읍 향일암로 70-4,"34.5942697950788,127.804354964727",34.5942697950788,127.804354964727
2023,전라남도,순천시,순천푸드앤아트페스티벌,9,-,2016,710,0.0,690.0,20.0,문화예술,,318313.0,318313.0,0.0,원도심 일원,대면,9,,9,,9,0,0,0,전라남도 순천시 중앙로 95,"34.9542462907326,127.483665795274",34.9542462907326,127.483665795274
2023,전라남도,나주시,대한민국마한문화제,10,나주마한문화축제추진위원회,2015,590,0.0,590.0,0.0,문화예술,민간단체,120000.0,120000.0,0.0,국립나주박물관 일원,대면,10,,10,,10,0,0,0,전남 나주시 반남면 고분로 747,"34.9148538318347,126.658901421558",34.9148538318347,126.658901421558
2023,전라남도,나주시,영산포홍어축제,4,영산포홍어축제추진위원회,2003,170,0.0,170.0,0.0,특산물,민간단체,0.0,0.0,0.0,영산강 둔치 체육공원 일원,대면,4,,4,,4,0,0,0,전남 나주시 삼영동 117-1,"35.0026669831384,126.709091852416",35.0026669831384,126.709091852416
2023,전라남도,나주시,천년나주목읍성문화축제,5,천년나주목읍성문화축제추진위원회,2019,100,0.0,100.0,0.0,문화예술,민간단체,20000.0,20000.0,0.0,금성관 및 나주향교 일원,대면,5,,5,,5,0,0,0,전라남도 나주시 금성관길 8,"35.0333564251832,126.716555292614",35.0333564251832,126.716555292614
2023,전라남도,광양시,광양매화축제,3(9~10일),광양매화축제위원회,1997,290,0.0,290.0,0.0,생태자연,민간단체,0.0,0.0,0.0,매화마을 일원,대면,3,9~10일),3,,3,0,0,0,전남 광양시 다압면 지막1길 55,"35.0754964114617,127.716650164134",35.0754964114617,127.716650164134
2023,전라남도,광양시,광양동백축제,3(3일),광양동백축제추진위원회,2017,30,0.0,30.0,0.0,생태자연,민간단체,0.0,0.0,0.0,옥룡면 일원,대면,3,3일),3,,3,0,0,0,전남 광양시 옥룡면 신재로 628,"35.0171883525533,127.619505783491",35.0171883525533,127.619505783491
2023,전라남도,광양시,백운산국사봉철쭉축제,4(3일),백운산국사벙철쭉축제추진위원회,2006,40,0.0,40.0,0.0,생태자연,민간단체,0.0,0.0,0.0,옥곡면 일원,대면,4,3일),4,,4,0,0,0,전남 광양시 옥곡면 신금리 831,"34.9822412169804,127.707354799187",34.9822412169804,127.707354799187
2023,전라남도,광양시,광양K-POP슈퍼페스티벌,5(3일),공공(시군),2023,500,0.0,500.0,0.0,문화예술,,0.0,0.0,0.0,중마동 일원,혼합형,5,3일),5,,5,0,0,0,전남 광양시 중동 1800,"34.9342169399771,127.699954356359",34.9342169399771,127.699954356359
2023,전라남도,광양시,광양전어축제,8(3일),광양전어축제추진위원회,1998,80,0.0,80.0,0.0,특산물,민간단체,0.0,0.0,0.0,진월면 일원,대면,8,3일),8,,8,0,0,0,전남 광양시 진월면 선소중앙길 68-14,"34.9760620354399,127.758930307074",34.9760620354399,127.758930307074
